ID,Categoría,Subcategoría,Código,Nombre del articulo,Descripción,Tipo de articulo,Precio,Costo,Proveedor,Activo,Favorito,Control de Stock,Stock,Margen,Contiene modificadores,Permitir vender solo,Posición,SKU,Nombre de variante,GTIN
599,Frappés Gatunos,,,Frappé Gatuno Matcha,,Alimentos y bebidas preparados,86,,,No,No,No,,,No,Si,46600000,,,
600,Frappés Gatunos,,,Frappé Gatuno Mazapán,,Alimentos y bebidas preparados,86,,,No,No,No,,,No,Si,46700000,,,
601,Frappés Gatunos,,,Frappé Gatuno Mokaccino,,Alimentos y bebidas preparados,73,,,No,No,No,,,No,Si,46800000,,,
602,Frappés Gatunos,,,Frappé Gatuno Piña Colada,,Alimentos y bebidas preparados,86,,,No,No,No,,,No,Si,46900000,,,
603,Frappés Gatunos,,,Frappé Gatuno Red Velvet Chocolate,,Alimentos y bebidas preparados,73,,,No,No,No,,,No,Si,47000000,,,
604,Frappés Gatunos,,,Frappé Gatuno Rompope,,Alimentos y bebidas preparados,86,,,No,No,No,,,No,Si,47100000,,,
605,Frappés Gatunos,,,Frappé Gatuno Strawberry Cream,,Alimentos y bebidas preparados,86,,,No,No,No,,,No,Si,47200000,,,
606,Frappés Gatunos,,,Frappé Gatuno Taro,,Alimentos y bebidas preparados,73,,,No,No,No,,,No,Si,47300000,,,
607,Frappés Gatunos,,,Frappé Gatuno Taro Purple,,Alimentos y bebidas preparados,86,,,No,No,No,,,No,Si,47400000,,,
608,Frappés Gatunos,,,Frappé Gatuno Vainilla,,Alimentos y bebidas preparados,73,,,No,No,No,,,No,Si,47500000,,,
698,Frappés Gatunos,,,L,,Alimentos y bebidas preparados,0,,,No,No,No,,,No,No,3531250,,,
609,Granizados,,,Granizado Chicle,,Alimentos y bebidas preparados,65,,,No,No,No,,,No,Si,47600000,,,
610,Granizados,,,Granizado Kiwi,,Alimentos y bebidas preparados,65,,,No,No,No,,,No,Si,47700000,,,
624,Malteadas,,,Malteada Chocolate,,Alimentos y bebidas preparados,95,,,No,No,No,,,No,Si,49100000,,,
625,Malteadas,,,Malteada Cookies & Cream,,Alimentos y bebidas preparados,95,,,No,No,No,,,No,Si,49200000,,,
623,Malteadas,,,Malteada Fresa,,Alimentos y bebidas preparados,95,,,No,No,No,,,No,Si,49000000,,,
649,Mini Donas Gatunas,,DON,Donas,,Alimentos y bebidas preparados,18,11,Sam's Club,Si,No,Si,0,7,No,Si,51600000,,,
554,Mini Donas Gatunas,,,Mini Donas Cajeta,,Alimentos y bebidas preparados,58,,,No,No,No,,,Si,No,42100000,,,
555,Mini Donas Gatunas,,,Mini Donas Chocolate,,Alimentos y bebidas preparados,58,,,No,No,Si,,,Si,No,42200000,,,
556,Mini Donas Gatunas,,,Mini Donas Fresa,,Alimentos y bebidas preparados,58,,,No,No,No,,,Si,No,42300000,,,
557,Mini Donas Gatunas,,,Mini Donas Lechera,,Alimentos y bebidas preparados,58,,,No,No,No,,,Si,No,42400000,,,
558,Mini Donas Gatunas,,,Mini Donas Nutella,,Alimentos y bebidas preparados,58,,,No,No,No,,,Si,No,42500000,,,
559,Mini Donas Gatunas,,,Mini Donas Zarzamora,,Alimentos y bebidas preparados,58,,,No,No,No,,,Si,No,42600000,,,
509,Modificadores genéricos,,,14 oz,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,37600000,,,
488,Modificadores genéricos,,,14 Piezas,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,35500000,,,
508,Modificadores genéricos,,,16 oz,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,37500000,,,
487,Modificadores genéricos,,,8 Piezas,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,35400000,,,
495,Modificadores genéricos,,,Algodón de Azúcar,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,36200000,,,
506,Modificadores genéricos,,,Cereza,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,37300000,,,
552,Modificadores genéricos,,,CHAI CLÁSICO BOBAH TEAH,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,41900000,,,
553,Modificadores genéricos,,,Chai Manzana Canela,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,42000000,,,
496,Modificadores genéricos,,,Chai Vainilla,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,36300000,,,
545,Modificadores genéricos,,,CHAMPIÑÓN - RAMEN,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,41200000,,,
505,Modificadores genéricos,,,Cheesecake,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,37200000,,,
542,Modificadores genéricos,,,Chispas,,Alimentos y bebidas preparados,0,,,No,No,No,,,No,No,40900000,,,
502,Modificadores genéricos,,,Choco Avellana,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,36900000,,,
486,Modificadores genéricos,,,Chocobanana 3 ingredientes,,Alimentos y bebidas preparados,0,,,No,No,No,,,No,No,35300000,,,
500,Modificadores genéricos,,,Choco Cereza,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,36700000,,,
504,Modificadores genéricos,,,Chocolate Blanco,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,37100000,,,
549,Modificadores genéricos,,,Chocolate blanco caliente,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,41600000,,,
550,Modificadores genéricos,,,Chocolate Caliente,,Alimentos y bebidas preparados,58,,,No,No,No,,,No,Si,41700000,,,
551,Modificadores genéricos,,,Chocolate oaxaca caliente,,Alimentos y bebidas preparados,0,,,No,No,No,,,No,No,41800000,,,
492,Modificadores genéricos,,,GRANILLO CAPPUCCINO - Decoración crepa,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,35900000,,,
491,Modificadores genéricos,,,GRANILLO FRESA - Decoración crepa,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,35800000,,,
543,Modificadores genéricos,,,JAMÓN - RAMEN,,Alimentos y bebidas preparados,0,8.568,,Si,No,Si,,-8.568,No,No,41000000,,,
490,Modificadores genéricos,,,MAPPLE - Toppings crepa,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,35700000,,,
494,Modificadores genéricos,,,Matcha,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,36100000,,,
501,Modificadores genéricos,,,Mokaccino,,Alimentos y bebidas preparados,65,,,Si,No,No,,,No,Si,36800000,,,
544,Modificadores genéricos,,,MOZARELLA - RAMEN,,Alimentos y bebidas preparados,0,9.88,,Si,No,No,,-9.88,No,No,41100000,,,
483,Modificadores genéricos,,,"No, gracias",,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,35000000,,,
484,Modificadores genéricos,,,Nuez,,Alimentos y bebidas preparados,0,,,No,No,No,,,No,No,35100000,,,
672,Modificadores genéricos,,,PEPPERONI - RAMEN,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,53900000,,,
546,Modificadores genéricos,,,Perlas de yogurt,,Alimentos y bebidas preparados,20,,,No,No,No,,,No,No,41300000,,,
547,Modificadores genéricos,,,Perlas Explosivas,,Alimentos y bebidas preparados,15,,,No,No,No,,,No,No,41400000,,,
485,Modificadores genéricos,,,Perlas explosivas chocolate,,Alimentos y bebidas preparados,0,,,No,No,No,,,No,No,35200000,,,
507,Modificadores genéricos,,,Pistache,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,37400000,,,
511,Modificadores genéricos,,,Ranch,,Alimentos y bebidas preparados,0,,,No,No,No,,,No,No,37800000,,,
510,Modificadores genéricos,,,Ranch Mediano,,Alimentos y bebidas preparados,0,,,No,No,No,,,No,No,37700000,,,
503,Modificadores genéricos,,,Red Velvet Chocolate,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,37000000,,,
493,Modificadores genéricos,,,Strawberry Cream,,Alimentos y bebidas preparados,0,,,No,No,No,,,No,No,36000000,,,
498,Modificadores genéricos,,,Taro,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,36500000,,,
497,Modificadores genéricos,,,Vainilla,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,36400000,,,
671,Modificadores genéricos,,,VERDURAS - RAMEN,,Alimentos y bebidas preparados,12,5,,Si,No,Si,,7,No,No,53800000,,,
548,Modificadores genéricos,,,Yogurt,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,41500000,,,
499,Modificadores genéricos,,,Zarza Cremosa - Ingrediente extra frappé,,Alimentos y bebidas preparados,0,,,No,No,No,,,No,No,36600000,,,
513,Ramen Coreano,,,Buldak Carbonara 🔥🔥🔥,,Alimentos y bebidas preparados,120,,,No,No,No,,,No,Si,38000000,,,
519,Ramen Coreano,,,Buldak Rose 🔥🔥,,Alimentos y bebidas preparados,120,,,No,No,No,,,No,Si,38600000,,,
521,Ramen Coreano,,,Cream Carbonara 🔥🔥,,Alimentos y bebidas preparados,120,,,No,No,No,,,No,Si,38800000,,,
527,Ramen Coreano,,,Hot Chicken 3X 🔥🔥🔥🔥🔥🔥,,Alimentos y bebidas preparados,120,,,Si,No,No,,,No,Si,39400000,,,
518,Ramen Coreano,,,Kimchi,,Alimentos y bebidas preparados,120,,,No,No,No,,,No,Si,38500000,,,
744,Ramen Coreano,,,Promo Corean,,Alimentos y bebidas preparados,100,,,Si,No,No,,,Si,Si,60800000,,,
574,Ramen Coreano,,,Ramen Champaguetti,,Alimentos y bebidas preparados,94,,,No,No,No,,,Si,Si,44100000,,,
569,Ramen Coreano,,,Ramen Cream Carbonara,,Alimentos y bebidas preparados,120,,,No,No,No,,,Si,Si,43600000,,,
566,Ramen Coreano,,,Ramen Hot Chicken,,Alimentos y bebidas preparados,120,,,No,No,No,,,Si,Si,43300000,,,
567,Ramen Coreano,,,Ramen Hot Chicken 2x,,Alimentos y bebidas preparados,120,,,No,No,No,,,Si,Si,43400000,,,
568,Ramen Coreano,,,Ramen Hot Chicken 3x,,Alimentos y bebidas preparados,120,,,No,No,No,,,Si,Si,43500000,,,
563,Ramen Coreano,,,Ramen Hot Chicken Cheese,,Alimentos y bebidas preparados,120,,,No,No,No,,,Si,No,43000000,,,
745,Ramen Coreano,,,RAMEN JJAJANG (Combo Corean),,Alimentos y bebidas preparados,0,32,,Si,No,Si,,-32,No,No,60900000,,,
561,Ramen Coreano,,,Ramen Kimchi,,Alimentos y bebidas preparados,120,,,No,No,No,,,Si,Si,42800000,,,
562,Ramen Coreano,,,Ramen Kimchi Spicy,,Alimentos y bebidas preparados,120,,,No,No,No,,,Si,Si,42900000,,,
564,Ramen Coreano,,,Ramen Ramen Carbonara,,Alimentos y bebidas preparados,120,,,No,No,No,,,Si,No,43100000,,,
565,Ramen Coreano,,,Ramen Ramen Habanero Limón,,Alimentos y bebidas preparados,120,,,No,No,No,,,Si,No,43200000,,,
573,Ramen Coreano,,,Ramen Rose,,Alimentos y bebidas preparados,120,,,No,No,No,,,Si,Si,44000000,,,
571,Ramen Coreano,,,Ramen Shin Noodles,,Alimentos y bebidas preparados,120,,,No,No,No,,,Si,Si,43800000,,,
570,Ramen Coreano,,,Ramen Tomato Pasta,,Alimentos y bebidas preparados,120,,,No,No,No,,,Si,Si,43700000,,,
560,Ramen Coreano,,,Ramen Tradicional,,Alimentos y bebidas preparados,120,,,No,No,No,,,Si,Si,42700000,,,
572,Ramen Coreano,,,Ramen Yakisoba,,Alimentos y bebidas preparados,120,,,No,No,No,,,Si,Si,43900000,,,
634,Ramen Coreano,,,SAMYANG HOT PEPPER,,Alimentos y bebidas preparados,60,35,,No,No,No,,25,No,Si,50100000,,,
516,Ramen Coreano,,,Samyang Original,,Alimentos y bebidas preparados,120,,,No,No,No,,,No,Si,38300000,,,
673,Ramen Coreano,,,SIN PREPARAR,,Alimentos y bebidas preparados,0,,,Si,No,No,,,No,No,54000000,,,
524,Ramen Coreano,,,Tomato Hot Chicken 🔥🔥,,Alimentos y bebidas preparados,120,,,Si,No,No,,,No,Si,39100000,,,
520,Ramen Coreano,,,Yaklsoba Hot Chicken 🔥🔥,,Alimentos y bebidas preparados,120,,,Si,No,No,,,No,Si,38700000,,,
637,Snacks Gatunos,,,BLUEBERRY POCKY,,Alimentos y bebidas preparados,60,,DOKSURI,Si,No,Si,0,,No,Si,50400000,,,
523,Snacks Gatunos,,,Boneles 370g (13-16),,Alimentos y bebidas preparados,255,,,No,No,No,,,No,Si,39000000,,,
476,Snacks Gatunos,,,BUBBLE GUM COLA,,Alimentos y bebidas preparados,20,11.96,Asiaon Mart,Si,No,Si,3,8.04,No,Si,34300000,,,
439,Snacks Gatunos,,,BUBBLE GUM DURAZNO,,Alimentos y bebidas preparados,20,11.04,Asiaon Mart,Si,No,Si,2,8.96,No,Si,30700000,,,
474,Snacks Gatunos,,,BUBBLE GUM MANGO,,Alimentos y bebidas preparados,20,11.96,Asiaon Mart,Si,No,Si,2,8.04,No,Si,34100000,,,
475,Snacks Gatunos,,,BUBBLE GUM UVA,,Alimentos y bebidas preparados,20,11.96,Asiaon Mart,Si,No,Si,6,8.04,No,Si,34200000,,,
731,Snacks Gatunos,,,CACAHUATES JAPONESES,,Alimentos y bebidas preparados,8,3.82,La Costeña,Si,No,Si,14,4.18,No,Si,59500000,,,
177,Snacks Gatunos,,,CAJETA MINI DONAS 14PZ,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,1800000,,,
184,Snacks Gatunos,,,CAJETA MINI DONAS 8PZ,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,1900000,,,
178,Snacks Gatunos,,,CHOCOLATE MINI DONAS 14PZ,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,4600000,,,
185,Snacks Gatunos,,,CHOCOLATE MINI DONAS 8PZ,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,4700000,,,
636,Snacks Gatunos,,,CHOCOLATE POCKY,,Alimentos y bebidas preparados,60,,DOKSURI,Si,No,Si,0,,No,Si,50300000,,,
179,Snacks Gatunos,,,CREMA PASTELERA MINI DONAS 14PZ,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,5400000,,,
186,Snacks Gatunos,,,CREMA PASTELERA MINI DONAS 8PZ,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,5500000,,,
327,Snacks Gatunos,,DON14,DONITAS GATUNAS 14PZA,,Alimentos y bebidas preparados,45,7.889913,,Si,Si,Si,,37.110087,Si,Si,20800000,,,
317,Snacks Gatunos,,DON8,DONITAS GATUNAS 8PZA,,Alimentos y bebidas preparados,30,4.503375,,Si,Si,Si,,25.496625,Si,Si,19900000,,,
180,Snacks Gatunos,,,FRESA MINI DONAS 14PZ,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,6400000,,,
187,Snacks Gatunos,,,FRESA MINI DONAS 8PZ,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,6500000,,,
764,Snacks Gatunos,,,LUNETAS M&M's - Decoración crepa,,Alimentos y bebidas preparados,5,2.3,,Si,No,Si,,2.7,No,No,62800000,,,
181,Snacks Gatunos,,,MAPPLE MINI DONAS 14PZ,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,10100000,,,
188,Snacks Gatunos,,,MAPPLE MINI DONAS 8PZ,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,10200000,,,
199,Snacks Gatunos,,,MARUCHAN,,Alimentos y bebidas preparados,20,,,No,No,Si,,,No,Si,10600000,,,
514,Snacks Gatunos,,M_DO,Mini Donas Gatunas,,Alimentos y bebidas preparados,69,,Sam's Club,No,No,Si,,,No,Si,38100000,,,
310,Snacks Gatunos,,,MINI PIZZA - 4 QUESOS,,Alimentos y bebidas preparados,45,26.9,Sam's Club,Si,No,Si,,18.1,No,Si,19400000,,,
197,Snacks Gatunos,,MP,MINI PIZZA PEPERONI,,Alimentos y bebidas preparados,40,26.86,,No,No,Si,,13.14,No,No,300000,,,
196,Snacks Gatunos,,,MINI PIZZA - PEPERONI,,Alimentos y bebidas preparados,45,26.9,Sam's Club,Si,No,Si,,18.1,No,Si,12700000,,,
712,Snacks Gatunos,,,MINI PIZZA - _PEPPERONI,,Alimentos y bebidas preparados,45,26.9,Sam's Club,Si,No,Si,,18.1,No,Si,57600000,,,
690,Snacks Gatunos,,,MOCHI DURAZNO - ROYAL FAMILY,,Alimentos y bebidas preparados,96,,,Si,No,Si,,,No,Si,55700000,,,
726,Snacks Gatunos,,,MOCHI FRAMBUESA - ROYAL F,,Alimentos y bebidas preparados,95,72,,Si,No,Si,2,23,No,Si,59000000,,,
680,Snacks Gatunos,,,MOCHI FRESA - ROYAL,,Alimentos y bebidas preparados,95,66,,Si,No,Si,1,29,No,Si,54700000,,,
689,Snacks Gatunos,,,MOCHI MANGO - ROYAL FAMILY,,Alimentos y bebidas preparados,95,,,Si,No,Si,,,No,Si,55600000,,,
688,Snacks Gatunos,,,MOCHI NATILLA LIMON - ROYAL,,Alimentos y bebidas preparados,95,,,Si,No,Si,,,No,Si,55500000,,,
714,Snacks Gatunos,,MUN12,MUNCHERS - PALOMITAS DE PAPA - 12 PZA,"Bolitas empanizadas con un relleno de papa, queso chedar y jalapeño",Alimentos y bebidas preparados,65,34.35325,,Si,No,Si,,30.64675,No,Si,57800000,,,
715,Snacks Gatunos,,MUNC_6,MUNCHERS - PALOMITAS DE PAPA - 6 PZA,,Alimentos y bebidas preparados,40,21.47325,,Si,No,Si,,18.52675,No,Si,57900000,,,
346,Snacks Gatunos,,,NUEZ - Decoración crepa,,Alimentos y bebidas preparados,5,2.596,,Si,No,Si,,2.404,No,No,22600000,,,
182,Snacks Gatunos,,,NUTELLA MINI DONAS 14PZ,,Alimentos y bebidas preparados,0,7.889913,,Si,No,Si,,-7.889913,No,No,11700000,,,
189,Snacks Gatunos,,,NUTELLA MINI DONAS 8PZ,,Alimentos y bebidas preparados,0,4.503375,,Si,No,Si,,-4.503375,No,No,11800000,,,
201,Snacks Gatunos,,,ORIGINAL PEPERO,"(ALMENDRA, COOKIES & CREAM, CRUNCHY)",Alimentos y bebidas preparados,60,,,Si,No,Si,0,,No,Si,12800000,,,
737,Snacks Gatunos,,,PAPAS CURLY (270g),,Alimentos y bebidas preparados,55,29.57105,,Si,No,Si,,25.42895,No,Si,60100000,,,
311,Snacks Gatunos,,PAP,PAPAS FRITAS,,Alimentos y bebidas preparados,0,,,No,No,Si,,,No,No,100000,,,
415,Snacks Gatunos,,PAP_CH,PAPAS FRITAS CH (170g),,Alimentos y bebidas preparados,29,22.38353,,Si,Si,Si,,6.61647,Si,Si,28400000,,,
417,Snacks Gatunos,,PAP_G,PAPAS FRITAS G (380g),,Alimentos y bebidas preparados,50,36.27639,,Si,Si,Si,,13.72361,Si,Si,28600000,,,
418,Snacks Gatunos,,PAP_J,PAPAS FRITAS J (500g),,Alimentos y bebidas preparados,60,43.11468,,Si,Si,Si,,16.88532,Si,Si,28700000,,,
416,Snacks Gatunos,,PAP_M,PAPAS FRITAS M (250g),,Alimentos y bebidas preparados,35,27.47499,,Si,Si,Si,,7.52501,Si,Si,28500000,,,
198,Snacks Gatunos,,,PAPAS LOCAS,,Alimentos y bebidas preparados,35,,,No,No,Si,,,No,Si,12500000,,,
635,Snacks Gatunos,,,STRAWBERRY POCKY,,Alimentos y bebidas preparados,60,,DOKSURI,Si,No,Si,1,,No,Si,50200000,,,
183,Snacks Gatunos,,,ZARZAMORA MINI DONAS 14PZ,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,15900000,,,
190,Snacks Gatunos,,,ZARZAMORA MINI DONAS 8PZ,,Alimentos y bebidas preparados,0,,,Si,No,Si,,,No,No,16000000,,,
